id,end,ip,city,country,born,edu,work,sex,rel,msNotAny,msNotSelf,msMet,msAccident,msShared,msCause,msTeach,msEvery,msPay,msTrainTeach,boreFidget,boreCheer,boreLone,wantLearn,freqCause,pctSuccess,freqAccident,durationCharacter,maxDuration,religion,re.desc,re.ms.pf,re.b.pf,re.subjTime,re.ms.gi,re.b.gi,spiritual,spiritual.desc,sp.ms.pf,sp.b.pf,sp.subjTime,sp.ms.gi,sp.b.gi,ps.ms.pf,ps.b.pf,ps.subjTime,ps.ms.gi,ps.b.gi,rx.ms.pf,rx.b.pf,rx.subjTime,rx.ms.gi,rx.b.gi,pe.desc,pe.ms.pf,pe.b.pf,pe.subjTime,pe.ms.gi,pe.b.gi,wo.ms.pf,wo.b.pf,wo.subjTime,wo.ms.gi,wo.b.gi,meditation,me.ms.pf,me.b.pf,me.subjTime,me.ms.gi,me.b.gi,dd.ms.pf,dd.b.pf,dd.subjTime,dd.ms.gi,dd.b.gi,flow.desc,flow.think,fl.ms.pf,fl.b.pf,ms.flow,flow.ms,fl.subjTime,fl.ms.gi,fl.b.gi,m.training,m.training.desc,m.regular,m.desc,comment
2289830820,"10/19/2012 23:31:16","NA;United States;Maryland;Silver Spring","takoma park, md",usa,1981,"Graduate degree",lawyer,Female,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287430250,"10/19/2012 20:59:52","NA;United States;Virginia;Herndon","Alexandria, VA",USA,1947,"Graduate degree",Attorney,Female,Single,"Agree somewhat","Agree somewhat",Disagree,Disagree,Disagree,Disagree,Disagree,"Not sure",Agree,Disagree,False,False,False,Yes,"I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Spiritual,"Not at all",Frequently,"I am watching the clock.","Not sure",Inappropriate,Yes,"Honoring nature","Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Walking,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",Golf,"Some moderate thinking","Not at all","Not at all","Not sure / maybe","Probably not","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,Yes,Basic,No,,
2286951288,"10/19/2012 20:38:53","NA;United States;Maryland;Pikesville","Baltimore, MD",USA,1953,"Bachelor degree","Business Owner/Art Director",Female,Single,"Not sure",Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,False,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,Yes,"MIndfullful awareness meditation","Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure","Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",swimming,"Not at all",Infrequently,"Subjective time is typical.","Not sure","Not sure","Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure",Yes,"Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure","Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",painting,"Rigorous, intensive thinking","Not at all","Not at all","Not sure / maybe","Not sure / maybe","I am unaware of actual time.","Not sure","Not sure",Yes,numerous,Yes,"Mindful awareness with Buddhism","I do not think the questions are productive because they assume that you can reach mental silence.  If you don't believe that is possible then the questions don't allow for answers regarding mindful resting which I do believe is possible and beneficial. Therefore rather then answering not sure I could have provided answers that I think would have been beneficial."
2286926340,"10/19/2012 20:23:33","NA;United States;California;Los Gatos","Santa Cruz, CA",USA,1980,"Some college but no degree",Student,Male,Single,Disagree,Disagree,Agree,Agree,Disagree,Agree,"Agree somewhat",Agree,Disagree,"Agree somewhat",True,False,True,"I know how to cause myself to experience complete mental silence.",Daily,85,Daily,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","More than 10 minutes",Yes,"Nath Siddha Yoga",Frequently,"Not at all","I am unaware of actual time.",Important,"Somewhat inappropriate",Yes,"Concentration, Meditation, Yoga asana, Ritual",Frequently,"Not at all","I am unaware of actual time.",Important,"Somewhat inappropriate",Frequently,"Not at all","I am unaware of actual time.","Somewhat important",Inappropriate,Frequently,"Not at all","I am unaware of actual time.",Important,"Somewhat inappropriate",,Frequently,"Not at all","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",Frequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,Frequently,"Not at all","I am unaware of actual time.",Important,"Somewhat inappropriate","Not at all","Almost never","I am unaware of actual time.","Somewhat inappropriate","Somewhat inappropriate","Yoga Asana",None,Frequently,"Not at all",Yes,Yes,"I am unaware of actual time.",Important,"Somewhat inappropriate",Yes,"Buddhist, Hindu, Yoga",Yes,"Pranayama, them mantra, then simple breath awareness meditation","the word inappropriate is not really an accurate term when applied to boredom and many of the activities because boredom is just a stage that one must pass through to attain a thoughtless mental state."
2283573824,"10/19/2012 17:59:06","NA;United States;Maryland;Bowie","Washington, DC",USA,1979,"Graduate degree",Government,Male,"In a long-term relationship (i.e. together more than a year)",Disagree,Disagree,"Not sure","Agree somewhat","Not sure","Agree somewhat","Agree somewhat",Agree,"Disagree somewhat",Disagree,True,False,True,"I know how to cause myself to experience complete mental silence.",Infrequently,10,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268979630,"10/18/2012 05:25:39",NA;Canada;Ontario;Burlington,Ontario,Canada,1991,"Some college but no degree","minimum wage",Male,Single,Disagree,Disagree,"Not sure","Disagree somewhat",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,True,False,False,No,"I don't try to cause myself to experience complete mental silence",0,Daily,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","More than 10 minutes",No,,,,,,,No,,,,,,,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,"road hockey","Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Almost never","Every time","Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,,,,,,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,Inappropriate,writing,"Some moderate thinking","Not at all","Not at all",No,No,"I am unaware of actual time.",Inappropriate,Inappropriate,No,,Yes,,"I think there's a difference in the kind of thoughtless awareness you get when meditating and the kind of mental silences that occur in problems like thought block, what can take place in really severe depression, and then of course in those spontaneous moments of mental silence that happen day to day. I'm not sure how you define thoughtless awareness, but meditation certainly doesn't do this, unless you restrict thoughts to words and images. It increases brain activity in the orbito-frontal cortex, the anterior insula, and the anterior cingulate cortex, to name only a few of the regions. I think that it spins a false narrative to suggest that true mental silence occurs from the practice of meditation, spiritual exercises, or doing things to cultivate the unconditioned mind. Under your definition it strikes me that mental silence occurs more purely in experiences of thought block. I think it's more appropriate to say that meditation alters your subjective state, but it doesn't reduce thought content, it just changes the kind of content you get. Because to truly get rid of that content altogether, that's a problem, not an ideal."
2266717065,"10/17/2012 07:24:31","NA;United States;California;Calabasas","los angeles, ca",usa,1987,"Graduate degree",consulting,Male,"In a long-term relationship (i.e. together more than a year)",Disagree,Disagree,"Not sure",Agree,"Not sure","Disagree somewhat","Disagree somewhat",Agree,Agree,Disagree,False,False,"Not sure",Yes,"I don't try to cause myself to experience complete mental silence",0,Weekly,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",No,,,,,,,No,,,,,,,Frequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Infrequently,Frequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",crossfit,Frequently,"Almost never","I am watching the clock.","Somewhat important",Inappropriate,Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat inappropriate","Somewhat inappropriate",No,,,,,,Frequently,Infrequently,"I am unaware of actual time.","Somewhat important",Important,"physical activity, crossfit","A little thinking",Infrequently,"Not at all","Yes, somewhat","Yes, somewhat","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,Yes,"mindfulness meditation",No,"Took a 6 day mindfulness meditation class as an intro to mindfulness.  Have not continued with daily meditation.",
2262532291,"10/16/2012 06:57:08","NA;United States;Nebraska;Omaha","Omaha, NE",USA,1977,"Associate degree","Fraud Prevention Agent",Male,Other,"Disagree somewhat",Agree,"Agree somewhat",Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,True,False,"Not sure","Not sure","I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","bench presses","Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate","Not at all",Frequently,"I am watching the clock.","Somewhat inappropriate",Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,"Somewhat inappropriate","playing guitar","Some moderate thinking","Not at all",Infrequently,"Probably not","Yes, somewhat","Subjective time is somewhat faster than actual time.","Somewhat inappropriate",Inappropriate,No,,No,,
2260257798,"10/15/2012 15:43:58",AS;Singapore;;Singapore,Singapore,Singapore,1991,"Some college but no degree",Student,Female,Single,"Disagree somewhat","Disagree somewhat","Not sure","Agree somewhat","Not sure","Agree somewhat",Disagree,Agree,"Disagree somewhat","Disagree somewhat",True,False,True,Yes,Infrequently,20,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",No,,,,,,,No,,,,,,,Infrequently,Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate",Infrequently,Frequently,"I am unaware of actual time.","Not sure","Somewhat important",Basketball,"Almost never","Almost never","I am unaware of actual time.","Somewhat inappropriate","Somewhat inappropriate",,,,,,No,,,,,,"Every time","Almost never","I am unaware of actual time.",Important,"Not sure",Working,"A little thinking",Infrequently,"Almost never","Not sure / maybe","Probably not","I am watching the clock.",Inappropriate,Inappropriate,No,,No,,
2259654508,"10/15/2012 08:27:24","NA;United States;Arizona;Golden Valley","bullheadcity az",usa,1976,"Some college but no degree",chef,Male,"In a long-term relationship (i.e. together more than a year)",Agree,"Agree somewhat","Not sure","Disagree somewhat","Not sure","Not sure","Agree somewhat",Disagree,"Agree somewhat","Not sure",True,True,"Not sure","Not sure",Weekly,10,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","A moment (e.g., a second or shorter)",Yes,catholic,Infrequently,Frequently,"I am unaware of actual time.",Important,Important,Yes,"church on sundays",Frequently,Infrequently,"I am unaware of actual time.",Important,"Not sure","Every time",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Not sure",Frequently,"Every time","I am unaware of actual time.","Not sure","Not sure",elliptical,Frequently,Infrequently,"Subjective time is somewhat faster than actual time.",Important,"Not sure","Every time",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Not sure",Yes,"Every time",Infrequently,"I am unaware of actual time.",Important,"Not sure","Every time",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Not sure","video games","Rigorous, intensive thinking","Every time","Not at all","Not sure / maybe","Not sure / maybe","Subjective time is somewhat faster than actual time.",Important,"Not sure",No,,No,,
2230063022,"10/14/2012 09:54:33","OC;Australia;New South Wales;Sydney","Wollongong, NSW",Australai,1982,"Bachelor degree",Tutor,Male,"In a long-term relationship (i.e. together more than a year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222590686,"10/13/2012 22:23:32","NA;United States;Maryland;Rockville","Rockville, MD",,1951,"Graduate degree","law librarian and adjunct professor of law",Female,"In a long-term relationship (i.e. together more than a year)",Disagree,Disagree,Agree,"Agree somewhat","Agree somewhat",Agree,"Not sure",Agree,Agree,Disagree,True,False,False,Yes,Daily,5,"I don't experience complete mental silence accidentally","Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",Yes,Episcopalian,"Almost never","Not at all","I am unaware of actual time.",Important,"Not sure",Yes,"daily meditation",Infrequently,"Almost never","Subjective time is somewhat slower than actual time.",Important,,"Almost never","Not at all","Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",jogging,"Almost never",Frequently,"I am unaware of actual time.","Somewhat important","Somewhat inappropriate","Almost never",Infrequently,"I am watching the clock.","Somewhat important","Somewhat inappropriate",Yes,Infrequently,,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate","Almost never","Not at all","I am unaware of actual time.","Somewhat inappropriate","Somewhat inappropriate",reading,"Rigorous, intensive thinking","Almost never","Not at all",Yes,"Yes, somewhat","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,classes,Yes,"Twenty-five minutes every evening; some seasons, also 40 minutes in a sangha setting.","The mix of ""important"" and degrees of ""appropriate"" seemed quite confusing. Boredom does not disturb others and so is not amenable to judging as appropriate or not in my view. It just happens."
2215862791,"10/12/2012 16:34:58","NA;United States;Virginia;Charlottesville","charlottesville, VA",USA,1945,"Graduate degree","retired social worker",Female,Single,Disagree,"Not sure",Agree,Agree,Agree,Agree,"Not sure",Agree,Agree,"Not sure",True,False,False,"I know how to cause myself to experience complete mental silence.",Daily,80,Weekly,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",Frequently,"Not at all","I am unaware of actual time.",Important,Inappropriate,dance,Frequently,"Not at all","Subjective time is somewhat faster than actual time.","Not sure","Not sure",Infrequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,Frequently,"Almost never","I am unaware of actual time.",Important,Inappropriate,Frequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",drumming,"A little thinking",Frequently,"Not at all",Yes,Yes,"I am unaware of actual time.",Important,Inappropriate,Yes,IMCC,Yes,"I sit in a small, quiet room with no lights.  I sit in a chair with a pillow on my back.  I sit and meditate for about 20 minutes.  i usually use a timer as my time concept is totally off when I meditate.",
2215736672,"10/12/2012 15:12:07","NA;United States;Texas;Texarkana","Texarkana, AR",USA,1989,"Bachelor degree","Editorial Clerk",Female,Single,"Agree somewhat","Agree somewhat","Not sure","Not sure",Disagree,Disagree,Disagree,"Disagree somewhat","Agree somewhat",Disagree,True,False,True,Yes,Infrequently,0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Not at all",Infrequently,"Subjective time is typical.","Somewhat important","Somewhat inappropriate","Not at all",Frequently,"Subjective time is somewhat slower than actual time.",Important,Inappropriate,cleaning,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Not at all","Every time","I am watching the clock.","Somewhat inappropriate",Inappropriate,No,,,,,,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,working,"Some moderate thinking","Not at all","Almost never","Yes, somewhat","Not sure / maybe","I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
2209263286,"10/11/2012 20:56:14","NA;United States;Arizona;Kingman",AZ,USA,1965,"Graduate degree",Educator,Female,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201424804,"10/11/2012 03:45:01","NA;United States;California;Murrieta","Murrieta, CA",USA,1995,"Less than high school degree",Student,Female,Single,"Disagree somewhat","Disagree somewhat","Not sure","Not sure",Disagree,"Not sure",Disagree,"Not sure",Disagree,Disagree,False,False,"Not sure","Not sure","I don't try to cause myself to experience complete mental silence",0,Weekly,"Mostly continuous (e.g. usually ten seconds or longer)","1-2 minutes",Yes,Christian,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",,,,,,,,Frequently,Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",Frequently,Frequently,"I am unaware of actual time.","Not sure","Not sure",Running,Frequently,"Almost never","I am unaware of actual time.","Not sure","Not sure",,,,,,No,,,,,,Frequently,"Almost never","I am unaware of actual time.","Not sure","Not sure","Video Games","A little thinking",Frequently,"Almost never","Not sure / maybe","Yes, somewhat","I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
2200546348,"10/11/2012 02:46:34","NA;United States;Florida;Tampa","Tampa, FL",USA,1993,"Some college but no degree","restaurant server",Male,Single,"Not sure","Not sure",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"Not sure",Disagree,True,False,True,No,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,catholic,"Not at all",Frequently,"Subjective time is somewhat slower than actual time.",Inappropriate,Inappropriate,No,,,,,,,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",sports,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Not at all",Infrequently,"Subjective time is typical.","Not sure","Not sure","video games","Rigorous, intensive thinking","Not at all",Infrequently,No,No,"I am unaware of actual time.",Inappropriate,"Somewhat inappropriate",No,,No,,
2183163029,"10/09/2012 13:42:15","NA;United States;Virginia;Arlington","Arlington, VA",USA,1962,"Graduate degree","Strategy Consultant",Female,"In a long-term relationship (i.e. together more than a year)",Disagree,Disagree,"Not sure","Agree somewhat",Disagree,Disagree,Disagree,Agree,Agree,Disagree,True,False,False,Yes,Daily,10,Infrequently,"Mostly continuous (e.g. usually ten seconds or longer)","1-2 minutes",No,,,,,,,Yes,"Attempting daily meditation",Infrequently,Frequently,"I am watching the clock.","Somewhat important","Not sure","Not at all",Frequently,"Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is typical.","Not sure","Not sure",running,"Not at all","Every time","Subjective time is somewhat slower than actual time.",Inappropriate,"Not sure","Not at all",Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Yes,Infrequently,,"I am watching the clock.",Important,"Not sure","Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate","Singing along with music",None,Infrequently,"Not at all","Not sure / maybe","Yes, somewhat","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",Yes,"Books, audio, meditation mentor",Yes,"Inconsistent daily practice of about 15-20 minutes. Mix of relaxation exercises, visualization. Not very good at it yet ;-)","I do a lot of work with research as a strategy consultant. I think the last question in each context has a scale issue. For example, mental silence may not be important to an activity, but it's not inappropriate either. I chose a lot of neutral responses where something was unimportant but not inappropriate."
2179842164,"10/06/2012 17:33:50","NA;United States;Arizona;Bullhead City","Fort Mohave, Az",USA,1964,"Some college but no degree",Student,Female,"In a long-term relationship (i.e. together more than a year)",Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,True,False,False,Yes,"I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Christian,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,,,,,,,"Not at all",Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat important","Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure","Water Sports","Not at all","Not at all","I am unaware of actual time.","Not sure",Important,"Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,,,,,,"Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure","Board games","Some moderate thinking","Not at all","Almost never","Not sure / maybe",No,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",No,,No,,
2177563347,"10/05/2012 20:56:29","NA;United States;West Virginia;Huntington","st. louis, mo",usa,1957,"Graduate degree",homemaker,Female,"In a long-term relationship (i.e. together more than a year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176917058,"10/05/2012 17:59:18","NA;United States;Virginia;Blackstone","scottsville va",usa,1959,"Graduate degree",unemployed,Female,Other,"Not sure",Disagree,Agree,"Agree somewhat",Agree,Agree,"Not sure","Agree somewhat","Not sure","Not sure","Not sure","Not sure","Not sure",Yes,Daily,99,Daily,"Mostly continuous (e.g. usually ten seconds or longer)","More than 10 minutes",Yes,spirituality,Frequently,Infrequently,"I am unaware of actual time.",Important,,Yes,daily,Frequently,,"I am unaware of actual time.","Somewhat important",,Frequently,"Almost never","I am unaware of actual time.","Somewhat important",,"Every time",,,"Somewhat important","Somewhat inappropriate","yoga free weights","Every time",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important",,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.",Important,"Not sure",Yes,Frequently,,"I am unaware of actual time.",Important,"Somewhat inappropriate",Infrequently,,"Subjective time is typical.","Not sure","Not sure",yoga,None,Frequently,Infrequently,Yes,Yes,"I am unaware of actual time.","Somewhat important","Not sure",Yes,"loving kindness",Yes,"focusing on the body, the breath","I felt the survey was a bit confusing in some areas..."
2166312620,"10/03/2012 18:48:15","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1963,"Graduate degree","Health Researcher",Female,Single,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,True,False,False,Yes,"I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,UCC,"Not at all",Infrequently,"I am unaware of actual time.","Not sure",Inappropriate,Yes,"Meditation and weekly church","Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,cycling,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Not at all",Frequently,"I am watching the clock.","Not sure",Inappropriate,Yes,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,cycling,"Some moderate thinking","Not at all",Infrequently,"Not sure / maybe","Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Yes,"Classes and retreats",Yes,"Daily meditation in home, in evening for about 20 minutes and one night a week, with a group for 45 minutes",
2166195081,"10/03/2012 17:53:28","NA;Canada;British Columbia;Surrey","Vancouver, BC",Canada,1989,"Some college but no degree",None,Male,"In a long-term relationship (i.e. together more than a year)",Disagree,"Disagree somewhat",Agree,Agree,"Not sure",Disagree,Disagree,"Agree somewhat","Agree somewhat",Disagree,"Not sure","Not sure","Not sure",Yes,Daily,3,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","More than 10 minutes",No,,,,,,,Yes,"Zazen and some other Buddhist practices (maitri)",Infrequently,Infrequently,"Subjective time is typical.",Important,Inappropriate,Infrequently,Frequently,"Subjective time is typical.","Somewhat important",Inappropriate,"Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",Weightlifting,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important",Inappropriate,"Almost never",Frequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,Yes,Infrequently,Infrequently,"Subjective time is typical.",Important,Inappropriate,Frequently,"Not at all","I am unaware of actual time.",Important,"Not sure","Guitar playing","A little thinking",Infrequently,"Not at all",Yes,"Yes, somewhat","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,"Zazen at a Zen Centre",Yes,"Light an incense, sit cross-legged and focus on my breath. Sometimes I use a timer, I find it helps me focus knowing beforehand how long I will meditate so I think less about time.",
2165483245,"10/03/2012 11:55:23","NA;United States;Virginia;Waynesboro","Waynesboro, Va",USA,1948,"Bachelor degree","Clinical Psychologist.  Assistant Professor-Psychology",Female,"In a long-term relationship (i.e. together more than a year)",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,"Agree somewhat","Disagree somewhat","Agree somewhat",False,False,False,Yes,Daily,80,Daily,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","More than 10 minutes",No,,,,,,,Yes,"Meditation daily, atrtending sangha weekly and retreats",Frequently,"Almost never","Subjective time is somewhat slower than actual time.",Important,"Not sure",Frequently,"Not at all","Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",Frequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",,Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",,,"Subjective time is somewhat faster than actual time.",Important,"Not sure",Yes,Frequently,"Almost never","Subjective time is typical.",Important,,Infrequently,"Almost never","I am unaware of actual time.","Not sure","Not sure","meditation, yoga","Some moderate thinking",Frequently,"Not at all",Yes,Yes,"Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",Yes,"Monthly training meeting with  teacher, in retreats and now in MTTI--Meditation Teacher Training Institute thru IMCW",Yes,"Sitting, Vipassana Meditation....Insight Meditation.  Daily",
2165220731,"10/03/2012 04:44:34","NA;United States;California;Mt Meadows Area","Canyon Dam, CA",USA,1996,"Less than high school degree",,Male,Single,Disagree,Disagree,Agree,Agree,Agree,"Agree somewhat","Not sure","Disagree somewhat",Disagree,Disagree,True,False,False,No,"I don't try to cause myself to experience complete mental silence",50,Daily,"Mostly continuous (e.g. usually ten seconds or longer)","More than 10 minutes",No,,,,,,,No,,,,,,,"Every time",,"I am unaware of actual time.","Somewhat important",Inappropriate,Frequently,,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Ping Pong",Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Infrequently,Frequently,"Subjective time is typical.","Not sure","Not sure",No,,,,,,Infrequently,,"Subjective time is typical.","Not sure",Inappropriate,"Playing videogames","Rigorous, intensive thinking","Every time",,No,"Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,No,,No,,"faith is not religion, meditation is relative, work is not a career."
2158848154,"10/01/2012 14:43:23","NA;United States;Michigan;Saginaw",,,1995,"Less than high school degree",student,Male,"In a long-term relationship (i.e. together more than a year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
